CITY/ MUNICIPALITY,LPG BRANDS,LPG SIZE,LATEST PRICE,PREVIOUS PRICE,DIFFERENCE,REMARKS,LATITUDE,LONGITUDE,DATE
MANDALUYONG CITY,SUPERKALAN,5,475,475,0,retained,14.57772251896094,121.0336944,12-03-2023
MANILA CITY,BRENT GAS,5,448,448,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,FIESTA GAS,5,439,439,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,ISLAND GAS,5,473,473,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,REGASCO,5,405,405,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,SUPERKALAN,5,550,550,0,retained,14.589492920060476,120.9815468,12-03-2023
MARIKINA CITY,REGASCO,5,405,405,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,BRENT GAS,5,448,448,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,FIESTA GAS,5,439,439,0,retained,14.633174994074796,121.0992674,12-03-2023
MUNTINLUPA CITY,BRENT GAS,5,448,448,0,retained,14.395039694008757,121.04424,12-03-2023
MUNTINLUPA CITY,FIESTA GAS,5,439,439,0,retained,14.395039694008757,121.04424,12-03-2023
NAVOTAS CITY,FIESTA GAS,5,439,439,0,retained,14.65795966717292,120.9479229,12-03-2023
PARANAQUE CITY,BRENT GAS,5,448,448,0,retained,14.470659905253495,121.0223141,12-03-2023
PARANAQUE CITY,FIESTA GAS,5,439,439,0,retained,14.470659905253495,121.0223141,12-03-2023
PASAY CITY,ISLAND GAS,5,482,482,0,retained,14.54370000083231,120.995024,12-03-2023
PASAY CITY,FIESTA GAS,5,439,439,0,retained,14.54370000083231,120.995024,12-03-2023
PASIG CITY,FIESTA GAS,5,439,439,0,retained,14.559611301566848,121.0812182,12-03-2023
PASIG CITY,ISLAND GAS,5,443,443,0,retained,14.559611301566848,121.0812182,12-03-2023
QUEZON CITY,BRENT GAS,5,448,448,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,ISLAND GAS,5,450,450,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,REGASCO,5,405,405,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,FIESTA GAS,5,439,439,0,retained,14.646432745195241,121.0500332,12-03-2023
TAGUIG CITY,BRENT GAS,5,448,448,0,retained,14.528913600150428,121.0699119,12-03-2023
TAGUIG CITY,FIESTA GAS,5,439,439,0,retained,14.528913600150428,121.0699119,12-03-2023
VALENZUELA CITY,BRENT GAS,5,448,448,0,retained,14.691722849317795,120.969607,12-03-2023
VALENZUELA CITY,ISLAND GAS,5,442,442,0,retained,14.691722849317795,120.969607,12-03-2023
VALENZUELA CITY,M-GAS,5,442,442,0,retained,14.691722849317795,120.969607,12-03-2023
VALENZUELA CITY,FIESTA GAS,5,439,439,0,retained,14.691722849317795,120.969607,12-03-2023
PATEROS,SUPERKALAN,5,495,495,0,retained,14.542056030513287,121.0647396,12-03-2023
PATEROS,FIESTA GAS,5,439,439,0,retained,14.542056030513287,121.0647396,12-03-2023
CALOOCAN CITY,BRENT GAS,2.7,280,280,0,retained,14.649042486161175,120.9907157,12-03-2023
CALOOCAN CITY,FIESTA GAS,2.7,235,235,0,retained,14.649042486161175,120.9907157,12-03-2023
CALOOCAN CITY,REGASCO,2.7,230,230,0,retained,14.649042486161175,120.9907157,12-03-2023
CALOOCAN CITY,GASULITE,2.7,260,260,0,retained,14.649042486161175,120.9907157,12-03-2023
LAS PINAS CITY,BRENT GAS,2.7,280,280,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,FIESTA GAS,2.7,235,235,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,GASULITE,2.7,260,260,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,M-GAS,2.7,271,271,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,SUPERKALAN,2.7,312,312,0,retained,14.449678228154866,120.9825604,12-03-2023
MAKATI CITY,FIESTA GAS,2.7,235,235,0,retained,14.570490969638124,121.0273587,12-03-2023
MAKATI CITY,GASUL,2.7,260,260,0,retained,14.570490969638124,121.0273587,12-03-2023
MAKATI CITY,SUPERKALAN,2.7,285,285,0,retained,14.570490969638124,121.0273587,12-03-2023
MALABON CITY,FIESTA GAS,2.7,235,235,0,retained,14.65769504678559,120.9510164,12-03-2023
MALABON CITY,GASUL,2.7,260,260,0,retained,14.65769504678559,120.9510164,12-03-2023
MALABON CITY,REGASCO,2.7,230,230,0,retained,14.65769504678559,120.9510164,12-03-2023
MALABON CITY,SUPERKALAN,2.7,254,254,0,retained,14.65769504678559,120.9510164,12-03-2023
MANDALUYONG CITY,BRENT GAS,2.7,280,280,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,FIESTA GAS,2.7,235,235,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,GASUL,2.7,260,260,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,SUPERKALAN,2.7,318,318,0,retained,14.57772251896094,121.0336944,12-03-2023
MANILA CITY,BRENT GAS,2.7,280,280,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,FIESTA GAS,2.7,235,235,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,GASULITE,2.7,260,260,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,ISLAND GAS,2.7,218,218,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,REGASCO,2.7,230,230,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,SUPERKALAN,2.7,295,295,0,retained,14.589492920060476,120.9815468,12-03-2023
MARIKINA CITY,BRENT GAS,2.7,280,280,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,FIESTA GAS,2.7,235,235,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,GASULITE,2.7,260,260,0,retained,14.633174994074796,121.0992674,12-03-2023
MUNTINLUPA CITY,BRENT GAS,2.7,280,280,0,retained,14.395039694008757,121.04424,12-03-2023
MUNTINLUPA CITY,FIESTA GAS,2.7,235,235,0,retained,14.395039694008757,121.04424,12-03-2023
MUNTINLUPA CITY,GASULITE,2.7,260,260,0,retained,14.395039694008757,121.04424,12-03-2023
NAVOTAS CITY,FIESTA GAS,2.7,235,235,0,retained,14.65795966717292,120.9479229,12-03-2023
NAVOTAS CITY,GASULITE,2.7,260,260,0,retained,14.65795966717292,120.9479229,12-03-2023
PARANAQUE CITY,BRENT GAS,2.7,280,280,0,retained,14.470659905253495,121.0223141,12-03-2023
PARANAQUE CITY,FIESTA GAS,2.7,235,235,0,retained,14.470659905253495,121.0223141,12-03-2023
PARANAQUE CITY,GASULITE,2.7,260,260,0,retained,14.470659905253495,121.0223141,12-03-2023
PASAY CITY,GASULITE,2.7,260,260,0,retained,14.54370000083231,120.995024,12-03-2023
PASAY CITY,FIESTA GAS,2.7,235,235,0,retained,14.54370000083231,120.995024,12-03-2023
PASAY CITY,ISLAND GAS,2.7,271,271,0,retained,14.54370000083231,120.995024,12-03-2023
PASIG CITY,FIESTA GAS,2.7,235,235,0,retained,14.559611301566848,121.0812182,12-03-2023
PASIG CITY,GASULITE,2.7,260,260,0,retained,14.559611301566848,121.0812182,12-03-2023
PASIG CITY,ISLAND GAS,2.7,240,240,0,retained,14.559611301566848,121.0812182,12-03-2023
PASIG CITY,SUPERKALAN,2.7,273,273,0,retained,14.559611301566848,121.0812182,12-03-2023
QUEZON CITY,BRENT GAS,2.7,280,280,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,FIESTA GAS,2.7,235,235,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,GASULITE,2.7,260,260,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,ISLAND GAS,2.7,260,260,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,REGASCO,2.7,230,230,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,SUPERKALAN,2.7,273,273,0,retained,14.646432745195241,121.0500332,12-03-2023
SAN JUAN CITY,BRENT GAS,2.7,280,280,0,retained,14.60540330372096,121.0296483,12-03-2023
SAN JUAN CITY,GASULITE,2.7,260,260,0,retained,14.60540330372096,121.0296483,12-03-2023
SAN JUAN CITY,FIESTA GAS,2.7,235,235,0,retained,14.60540330372096,121.0296483,12-03-2023
TAGUIG CITY,BRENT GAS,2.7,280,280,0,retained,14.528913600150428,121.0699119,12-03-2023
TAGUIG CITY,FIESTA GAS,2.7,235,235,0,retained,14.528913600150428,121.0699119,12-03-2023
TAGUIG CITY,GASULITE,2.7,260,260,0,retained,14.528913600150428,121.0699119,12-03-2023
VALENZUELA CITY,BRENT GAS,2.7,280,280,0,retained,14.691722849317795,120.969607,12-03-2023
VALENZUELA CITY,GASULITE,2.7,260,260,0,retained,14.691722849317795,120.969607,12-03-2023
VALENZUELA CITY,ISLAND GAS,2.7,285,285,0,retained,14.691722849317795,120.969607,12-03-2023
VALENZUELA CITY,M-GAS,2.7,285,285,0,retained,14.691722849317795,120.969607,12-03-2023
PATEROS,SUPERKALAN,2.7,293,293,0,retained,14.542056030513287,121.0647396,12-03-2023
PATEROS,FIESTA GAS,2.7,235,235,0,retained,14.542056030513287,121.0647396,12-03-2023
PATEROS,GASULITE,2.7,260,260,0,retained,14.542056030513287,121.0647396,12-03-2023
CALOOCAN CITY,BRENT GAS,50,4127,4127,0,retained,14.649042486161175,120.9907157,12-03-2023
CALOOCAN CITY,SOLANE,50,5641,5641,0,retained,14.649042486161175,120.9907157,12-03-2023
CALOOCAN CITY,REGASCO,50,3770,3770,0,retained,14.649042486161175,120.9907157,12-03-2023
CALOOCAN CITY,GASUL,50,4395,4395,0,retained,14.649042486161175,120.9907157,12-03-2023
LAS PINAS CITY,BRENT GAS,50,4127,4127,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,M-GAS,50,3946,3946,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,FIESTA GAS,50,4471.4,4471.4,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,GASUL,50,4472,4472,0,retained,14.449678228154866,120.9825604,12-03-2023
LAS PINAS CITY,SUPERKALAN,50,3988,3988,0,retained,14.449678228154866,120.9825604,12-03-2023
MAKATI CITY,GASUL,50,4395,4395,0,retained,14.570490969638124,121.0273587,12-03-2023
MAKATI CITY,SOLANE,50,5303,5303,0,retained,14.570490969638124,121.0273587,12-03-2023
MAKATI CITY,PHOENIX SUPER LPG,50,4445,4445,0,retained,14.570490969638124,121.0273587,12-03-2023
MAKATI CITY,SUPERKALAN,50,4385,4385,0,retained,14.570490969638124,121.0273587,12-03-2023
MALABON CITY,GASUL,50,4395,4395,0,retained,14.65769504678559,120.9510164,12-03-2023
MALABON CITY,REGASCO,50,3770,3770,0,retained,14.65769504678559,120.9510164,12-03-2023
MALABON CITY,SOLANE,50,5313,5313,0,retained,14.65769504678559,120.9510164,12-03-2023
MALABON CITY,SUPERKALAN,50,4662.5,4662.5,0,retained,14.65769504678559,120.9510164,12-03-2023
MANDALUYONG CITY,BRENT GAS,50,4127,4127,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,FIESTA GAS,50,4307,4307,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,GASUL,50,3952,3952,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,ISLAND GAS,50,4760,4760,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,SOLANE,50,5641,5641,0,retained,14.57772251896094,121.0336944,12-03-2023
MANDALUYONG CITY,SUPERKALAN,50,4525,4525,0,retained,14.57772251896094,121.0336944,12-03-2023
MANILA CITY,BRENT GAS,50,4127,4127,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,GASUL,50,4395,4395,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,ISLAND GAS,50,3673.75,3673.75,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,REGASCO,50,3770,3770,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,SOLANE,50,4983,4983,0,retained,14.589492920060476,120.9815468,12-03-2023
MANILA CITY,SUPERKALAN,50,4075,4075,0,retained,14.589492920060476,120.9815468,12-03-2023
MARIKINA CITY,FIESTA GAS,50,4204,4204,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,BRENT GAS,50,4127,4127,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,REGASCO,50,3770,3770,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,SOLANE,50,5641,5641,0,retained,14.633174994074796,121.0992674,12-03-2023
MARIKINA CITY,GASUL,50,4204,4204,0,retained,14.633174994074796,121.0992674,12-03-2023
MUNTINLUPA CITY,BRENT GAS,50,4127,4127,0,retained,14.395039694008757,121.04424,12-03-2023
MUNTINLUPA CITY,GASUL,50,4487,4487,0,retained,14.395039694008757,121.04424,12-03-2023
NAVOTAS CITY,GASUL,50,4395,4395,0,retained,14.65795966717292,120.9479229,12-03-2023
NAVOTAS CITY,SOLANE,50,5313,5313,0,retained,14.65795966717292,120.9479229,12-03-2023
PARANAQUE CITY,BRENT GAS,50,4127,4127,0,retained,14.470659905253495,121.0223141,12-03-2023
PARANAQUE CITY,GASUL,50,3986,4488,0,retained,14.470659905253495,121.0223141,12-03-2023
PARANAQUE CITY,SOLANE,50,5100,5100,0,retained,14.470659905253495,121.0223141,12-03-2023
PASAY CITY,GASUL,50,4105,4122,0,retained,14.54370000083231,120.995024,12-03-2023
PASAY CITY,ISLAND GAS,50,4752,4752,0,retained,14.54370000083231,120.995024,12-03-2023
PASIG CITY,GASUL,50,3805,3990,0,retained,14.559611301566848,121.0812182,12-03-2023
PASIG CITY,ISLAND GAS,50,4433,4433,0,retained,14.559611301566848,121.0812182,12-03-2023
PASIG CITY,PHOENIX SUPER LPG,50,4600,4600,0,retained,14.559611301566848,121.0812182,12-03-2023
PASIG CITY,SUPERKALAN,50,4471,4471,0,retained,14.559611301566848,121.0812182,12-03-2023
QUEZON CITY,BRENT GAS,50,4127,4127,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,FIESTA GAS,50,4204,4204,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,GASUL,50,4204,4204,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,ISLAND GAS,50,4400,4400,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,REGASCO,50,3770,3770,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,SOLANE,50,5641,5641,0,retained,14.646432745195241,121.0500332,12-03-2023
QUEZON CITY,SUPERKALAN,50,4471,4471,0,retained,14.646432745195241,121.0500332,12-03-2023
SAN JUAN CITY,BRENT GAS,50,4127,4127,0,retained,14.60540330372096,121.0296483,12-03-2023
SAN JUAN CITY,GASUL,50,4469,4469,0,retained,14.60540330372096,121.0296483,12-03-2023
SAN JUAN CITY,SOLANE,50,5641,5641,0,retained,14.60540330372096,121.0296483,12-03-2023
TAGUIG CITY,BRENT GAS,50,4127,4127,0,retained,14.528913600150428,121.0699119,12-03-2023
TAGUIG CITY,TOWN GAS,50,4297,4297,0,retained,14.528913600150428,121.0699119,12-03-2023
VALENZUELA CITY,BRENT GAS,50,4127,4127,0,retained,14.691722849317795,120.969607,12-03-2023
